age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
64, Local-gov,198728, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,96480, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
45, Self-emp-not-inc,54098, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
23, Private,218445, 5th-6th,3, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,12, Mexico, <=50K
67, ?,233182, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,7, United-States, <=50K
24, Private,140500, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, State-gov,144429, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
64, Private,387669, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,379522, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
48, Local-gov,118972, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,102583, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc,129573, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private,98776, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
20, Private,278391, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Nicaragua, <=50K
73, Local-gov,205580, 5th-6th,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,6, United-States, <=50K
26, Private,108542, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private,94744, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
40, Private,112247, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Federal-gov,74680, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Male,0,2001,60, United-States, <=50K
47, Private,374580, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,52, United-States, <=50K
32, State-gov,19513, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
29, Private,231601, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
17, Private,169037, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
73, Private,220019, 9th,5, Widowed, Other-service, Unmarried, White, Female,0,0,9, United-States, <=50K
21, Private,162667, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private,91964, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc,48102, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,50, United-States, >50K
42, Local-gov,201723, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, ?,203126, 9th,5, Never-married, ?, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private,234807, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
37, Private,176900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, >50K
46, Private,345073, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
25, Private,28520, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,198330, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,37, United-States, <=50K
38, Self-emp-not-inc,164593, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, ?, <=50K
66, Private,340734, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov,120460, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,264593, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Federal-gov,91716, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,173858, HS-grad,9, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,2597,0,40, ?, <=50K
25, Local-gov,63996, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,169699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc,171540, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
50, Private,289390, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
25, Private,404616, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private,198197, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private,178326, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,192806, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,33, United-States, <=50K
35, Local-gov,110075, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
45, Private,293691, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1590,40, Japan, <=50K
47, Private,192984, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,194640, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,214026, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private,164901, 11th,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
42, State-gov,184105, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
43, Private,58447, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States, >50K
35, Private,82622, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc,78913, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private,51008, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
81, Private,98116, Bachelors,13, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private,357173, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
52, Local-gov,187830, HS-grad,9, Divorced, Tech-support, Unmarried, White, Male,4934,0,36, United-States, >50K
22, Private,264874, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc,217715, 5th-6th,3, Never-married, Sales, Not-in-family, White, Female,0,0,3, United-States, <=50K
44, Private,165815, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
52, Private,88073, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private,183772, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, White, Female,0,0,70, United-States, <=50K
40, Private,199303, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,136419, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,75, United-States, >50K
47, Federal-gov,746660, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,40, United-States, >50K
17, ?,48703, 11th,7, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
24, Private,300275, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,267717, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
37, Self-emp-not-inc,200352, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, ?,149704, HS-grad,9, Never-married, ?, Not-in-family, White, Female,1055,0,40, United-States, <=50K
45, Private,83993, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,56, United-States, >50K
30, Private,188398, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
65, Private,475775, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States, <=50K
51, Self-emp-not-inc,299119, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
59, Self-emp-not-inc,182142, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,285570, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov,184620, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,225724, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private,279996, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private,367749, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
50, Private,144968, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States, <=50K
26, Private,152240, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,106698, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Female,13550,0,60, United-States, >50K
60, ?,147393, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, <=50K
20, ?,228326, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K
38, Private,103474, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,159589, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States, >50K
41, Private,177905, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Private,93193, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,177102, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, ?,93834, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,8, United-States, <=50K
23, Federal-gov,39603, Some-college,10, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private,106900, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,315565, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
50, Local-gov,169182, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,49, Dominican-Republic, <=50K
66, ?,149422, 7th-8th,4, Never-married, ?, Not-in-family, White, Male,0,0,4, United-States, <=50K
26, Private,164386, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
52, Private,257756, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
41, Private,103980, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
24, State-gov,324637, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,167350, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
46, Local-gov,102308, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private,262642, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
43, Federal-gov,214541, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private,175759, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private,182614, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40, Poland, <=50K
43, Private,174575, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States, >50K
24, State-gov,177526, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
33, Private,183778, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov,205707, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
37, Private,199753, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
36, Private,167482, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,209449, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
52, Private,91048, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
34, Local-gov,106169, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private,238638, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,108116, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
22, Private,38707, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, Self-emp-inc,478829, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
52, Local-gov,203953, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, >50K
34, Private,340880, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Philippines, >50K
37, Private,94208, 1st-4th,2, Divorced, Other-service, Unmarried, White, Female,0,0,35, Mexico, <=50K
40, Private,63503, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,140001, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, El-Salvador, <=50K
42, State-gov,214781, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,0,1876,38, United-States, <=50K
41, Private,130126, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
54, Federal-gov,75235, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
20, ?,81853, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
25, State-gov,218184, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private,198704, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,199596, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Private,54595, 12th,8, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private,398959, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,220115, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States, <=50K
